energy_densityc2,pressurec2,baryon_density
2.039365221000000000e+10,2.073414064000000060e+07,2.039365221000000000e+10
2.242499546000000000e+10,2.338709808999999985e+07,2.242499546000000000e+10
2.465884909000000000e+10,2.637252198000000045e+07,2.465884909000000000e+10
2.711517893000000000e+10,2.973943553000000119e+07,2.711517893000000000e+10
2.981626826000000000e+10,3.351832223999999836e+07,2.981626826000000000e+10
3.278671779000000000e+10,3.778084511999999732e+07,3.278671779000000000e+10
3.605308920000000000e+10,4.256640100999999791e+07,3.605308920000000000e+10
3.964479641000000000e+10,4.794932690999999642e+07,3.964479641000000000e+10
4.359481867000000000e+10,5.400627727000000328e+07,4.359481867000000000e+10
4.793827440000000000e+10,6.079786260000000149e+07,4.793827440000000000e+10
5.271456045000000000e+10,6.844708656999999285e+07,5.271456045000000000e+10
5.796699549000000000e+10,7.701705543000000715e+07,5.796699549000000000e+10
6.374299833000000000e+10,8.665002556999999285e+07,6.374299833000000000e+10
7.009480098000000000e+10,9.745990910999999940e+07,7.009480098000000000e+10
7.707962686000000000e+10,1.095691749000000060e+08,7.707962686000000000e+10
8.476093875000000000e+10,1.231783724000000060e+08,8.476093875000000000e+10
9.320772566000000000e+10,1.383957093000000119e+08,9.320772566000000000e+10
1.024968203000000000e+11,1.554777105000000000e+08,1.024968203000000000e+11
1.127118296000000000e+11,1.745912331999999881e+08,1.127118296000000000e+11
1.239452736000000000e+11,1.959787194000000060e+08,1.239452736000000000e+11
1.362989423000000000e+11,2.199466086999999881e+08,1.362989423000000000e+11
1.498840739000000000e+11,2.466936680000000000e+08,1.498840739000000000e+11
1.648242068000000000e+11,2.766584320000000000e+08,1.648242068000000000e+11
1.812539320000000000e+11,3.100869080000000000e+08,1.812539320000000000e+11
1.993212105000000000e+11,3.474283270000000000e+08,1.993212105000000000e+11
2.191907601000000000e+11,3.891283543000000119e+08,2.191907601000000000e+11
2.410426297000000000e+11,4.355363918000000119e+08,2.410426297000000000e+11
2.650729122000000000e+11,4.874332451999999881e+08,2.650729122000000000e+11
2.914990923000000000e+11,5.453572785000000000e+08,2.914990923000000000e+11
3.205618294000000000e+11,6.104173075000000000e+08,3.205618294000000000e+11
3.525213921000000000e+11,6.821854932000000477e+08,3.525213921000000000e+11
3.876701369000000000e+11,7.600628612000000477e+08,3.876701369000000000e+11
4.263253777000000000e+11,8.438782761000000238e+08,4.263253777000000000e+11
4.688329508000000000e+11,9.155288061000000238e+08,4.688329508000000000e+11
5.155761287000000000e+11,9.542018735000000000e+08,5.155761287000000000e+11
5.669738368000000000e+11,9.950444405000000000e+08,5.669738368000000000e+11
6.234895672000000000e+11,1.037553796000000000e+09,6.234895672000000000e+11
6.856349440000000000e+11,1.082549966000000000e+09,6.856349440000000000e+11
7.539661575000000000e+11,1.132343278000000000e+09,7.539661575000000000e+11
8.291035742000000000e+11,1.186334759000000000e+09,8.291035742000000000e+11
9.117228230000000000e+11,1.246849000000000000e+09,9.117228230000000000e+11
1.002569056000000000e+12,1.314178358000000000e+09,1.002569056000000000e+12
1.102462299000000000e+12,1.389301513000000000e+09,1.102462299000000000e+12
1.212301012000000000e+12,1.474318442000000000e+09,1.212301012000000000e+12
1.333079922000000000e+12,1.569218449000000000e+09,1.333079922000000000e+12
1.465886451000000000e+12,1.676971448000000000e+09,1.465886451000000000e+12
1.611918549000000000e+12,1.798188892000000000e+09,1.611918549000000000e+12
1.772493603000000000e+12,1.935222113000000000e+09,1.772493603000000000e+12
1.949055569000000000e+12,2.090598925000000000e+09,1.949055569000000000e+12
2.143223104000000000e+12,2.265888070000000000e+09,2.143223104000000000e+12
2.356696867000000000e+12,2.464672699000000000e+09,2.356696867000000000e+12
2.591455614000000000e+12,2.689573325000000000e+09,2.591455614000000000e+12
2.849602885000000000e+12,2.943923526000000000e+09,2.849602885000000000e+12
3.133438313000000000e+12,3.232215610000000000e+09,3.133438313000000000e+12
3.445564587000000000e+12,3.558567525000000000e+09,3.445564587000000000e+12
3.788780484000000000e+12,3.929236415000000000e+09,3.788780484000000000e+12
4.166187836000000000e+12,4.350212025000000000e+09,4.166187836000000000e+12
4.581191528000000000e+12,4.829712424000000000e+09,4.581191528000000000e+12
5.037535149000000000e+12,5.379289264000000000e+09,5.037535149000000000e+12
5.539354476000000000e+12,6.012098587000000000e+09,5.539354476000000000e+12
6.091159643000000000e+12,6.745289603000000000e+09,6.091159643000000000e+12
6.697959929000000000e+12,7.607313595000000000e+09,6.697959929000000000e+12
7.365228108000000000e+12,8.622379111000000000e+09,7.365228108000000000e+12
8.099007402000000000e+12,9.822894946000000000e+09,8.099007402000000000e+12
8.905929314000000000e+12,1.125392679000000000e+10,8.905929314000000000e+12
9.793284931000000000e+12,1.295519236000000000e+10,9.793284931000000000e+12
1.076913189000000000e+13,1.495213022000000000e+10,1.076913189000000000e+13
1.184227653000000000e+13,1.730674138000000000e+10,1.184227653000000000e+13
1.302247002000000000e+13,2.003711983000000000e+10,1.302247002000000000e+13
1.432039050000000000e+13,2.318779649000000000e+10,1.432039050000000000e+13
1.574776789000000000e+13,2.681426560000000000e+10,1.574776789000000000e+13
1.731759779000000000e+13,3.096537212000000000e+10,1.731759779000000000e+13
1.904399888000000000e+13,3.568193899000000000e+10,1.904399888000000000e+13
2.094271208000000000e+13,4.108607856000000000e+10,2.094271208000000000e+13
2.303092224000000000e+13,4.720435249000000000e+10,2.303092224000000000e+13
2.532770384000000000e+13,5.416956910000000000e+10,2.532770384000000000e+13
2.785373576000000000e+13,6.209831446000000000e+10,2.785373576000000000e+13
3.063183608000000000e+13,7.105529921000000000e+10,3.063183608000000000e+13
3.368731859000000000e+13,8.128243057000000000e+10,3.368731859000000000e+13
3.704781455000000000e+13,9.281732270000000000e+10,3.704781455000000000e+13
4.074416401000000000e+13,1.059393187000000000e+11,4.074243493030879688e+13
4.480952449000000000e+13,1.208056494000000000e+11,4.480278843977887500e+13
4.928097535000000000e+13,1.376115163000000000e+11,4.926780296465468750e+13
5.419916128000000000e+13,1.567765579000000000e+11,5.417783244226562500e+13
5.960864884000000000e+13,1.783998903000000000e+11,5.957710254526135156e+13
6.555899602000000000e+13,2.031414549000000000e+11,6.551476884710710938e+13
7.210386094000000000e+13,2.312736425000000000e+11,7.204400557554284375e+13
8.092304593000000000e+13,2.732232425000000000e+11,8.084595328003754688e+13
8.904485358000000000e+13,3.209789723000000000e+11,8.894340855466659375e+13
9.717147441000000000e+13,3.752164608000000000e+11,9.704003411784110938e+13
1.053027302000000000e+14,4.369981745000000000e+11,1.051356891161637812e+14
1.134391556000000000e+14,5.074471904000000000e+11,1.132308240575809688e+14
1.215809291000000000e+14,5.877347174000000000e+11,1.213254434111556406e+14
1.297284071000000000e+14,6.790640522000000000e+11,1.294196588780373594e+14
1.378821244000000000e+14,7.826527529000000000e+11,1.375137042933375000e+14
1.460420810000000000e+14,8.997272910000000000e+11,1.456072381354167500e+14
1.542089900000000000e+14,1.031501659000000000e+12,1.537005924814705000e+14
1.623833862000000000e+14,1.179166676000000000e+12,1.617938944649205000e+14
1.705654478000000000e+14,1.343893549000000000e+12,1.698868964856969688e+14
1.787564227000000000e+14,1.526805357000000000e+12,1.779803933624138125e+14
1.869548848000000000e+14,1.728987739000000000e+12,1.860725245406771875e+14
1.951640429000000000e+14,1.951479989000000000e+12,1.941660004801689375e+14
2.033821143000000000e+14,2.193547650000000000e+12,2.022586328484880000e+14
2.116090990000000000e+14,2.451694920000000000e+12,2.103501102207123125e+14
2.198485623000000000e+14,2.729950618000000000e+12,2.184436454571527812e+14
2.280969390000000000e+14,3.030150883000000000e+12,2.265353531838156875e+14
2.363560116000000000e+14,3.353543579000000000e+12,2.346265772916093750e+14
2.446293455000000000e+14,3.701144824000000000e+12,2.427203903761909062e+14
2.529115927000000000e+14,4.073845949000000000e+12,2.508111372747800000e+14
2.612081012000000000e+14,4.472431325000000000e+12,2.589036253093189688e+14
2.695170884000000000e+14,4.897578363000000000e+12,2.669956965066546875e+14
2.778403368000000000e+14,5.349946649000000000e+12,2.750886759193406562e+14
2.861760639000000000e+14,5.830142286000000000e+12,2.831804261665355000e+14
2.945260523000000000e+14,6.338771382000000000e+12,2.912722826029388750e+14
3.028903019000000000e+14,6.876350906000000000e+12,2.993638554176822500e+14
3.112705956000000000e+14,7.443486965000000000e+12,3.074564853849008125e+14
3.196651505000000000e+14,8.040696531000000000e+12,3.155480737105580625e+14
3.280757493000000000e+14,8.668567881000000000e+12,3.236399700967609375e+14
3.365023922000000000e+14,9.327635815000000000e+12,3.317318094233401875e+14
3.449450790000000000e+14,1.001852426000000000e+13,3.398232324316893125e+14
4.296019103000000000e+14,1.220984359000000000e+13,4.213564825420607500e+14
4.381052076000000000e+14,1.291624119000000000e+13,4.294602342129368750e+14
4.466227662000000000e+14,1.365440584000000000e+13,4.375645825533365000e+14
4.636988846000000000e+14,1.523059984000000000e+13,4.537750161006570000e+14
4.722574444000000000e+14,1.607094666000000000e+13,4.618775113730476875e+14
4.808320481000000000e+14,1.694771327000000000e+13,4.699809323716701250e+14
4.894226959000000000e+14,1.786209404000000000e+13,4.780849192384716875e+14
5.066503405000000000e+14,1.980876084000000000e+13,4.942939737193318125e+14
5.152891201000000000e+14,2.084341781000000000e+13,5.023974834846910000e+14
5.239457264000000000e+14,2.192068040000000000e+13,5.105017356813699375e+14
5.326183765000000000e+14,2.304179648000000000e+13,5.186046730964749375e+14
5.500207221000000000e+14,2.542093706000000000e+13,5.348155421132523750e+14
5.587486348000000000e+14,2.668127903000000000e+13,5.429188422349595625e+14
5.771474883000000000e+14,2.946989705000000000e+13,5.599452083962963750e+14
5.950133259000000000e+14,3.234301324000000000e+13,5.764010648325585000e+14
6.123621916000000000e+14,3.529795362000000000e+13,5.923064596946505000e+14
6.292083466000000000e+14,3.833204418000000000e+13,6.076795249056177500e+14
6.455696176000000000e+14,4.144243268000000000e+13,6.225413771682807500e+14
6.614584832000000000e+14,4.462680164000000000e+13,6.369080011311326250e+14
6.768927700000000000e+14,4.788265535000000000e+13,6.507999715092533750e+14
6.918867393000000000e+14,5.120731981000000000e+13,6.642343880680151250e+14
7.064546524000000000e+14,5.459901235000000000e+13,6.772281146981415000e+14
7.206143359000000000e+14,5.805523726000000000e+13,6.898009502487128750e+14
7.343800512000000000e+14,6.157403359000000000e+13,7.019692757536448750e+14
7.477660594000000000e+14,6.515344044000000000e+13,7.137492502838638750e+14
7.607866220000000000e+14,6.879131859000000000e+13,7.251568183496510000e+14
7.734577828000000000e+14,7.248606366000000000e+13,7.362092669258431250e+14
7.857955859000000000e+14,7.623589298000000000e+13,7.469236530782903750e+14
7.978125098000000000e+14,8.003902389000000000e+13,7.573137270569556250e+14
8.095245985000000000e+14,8.389385200000000000e+13,7.673961291343796250e+14
8.209461133000000000e+14,8.779895117000000000e+13,7.771857539406231250e+14
8.320895329000000000e+14,9.175271701000000000e+13,7.866957816482266250e+14
8.429709012000000000e+14,9.575390166000000000e+13,7.959422519524863750e+14
8.536026968000000000e+14,9.980143552000000000e+13,8.049379796797050000e+14
8.640009637000000000e+14,1.038937142000000000e+14,8.136986203362387500e+14
8.741781805000000000e+14,1.080296681000000000e+14,8.222366399414467500e+14
8.841486086000000000e+14,1.122082276000000000e+14,8.305658351531112500e+14
8.939247265000000000e+14,1.164285014000000000e+14,8.386983444357467500e+14
9.035190129000000000e+14,1.206894199000000000e+14,8.466461536079073750e+14
9.129475117000000000e+14,1.249900917000000000e+14,8.544240399280348750e+14
9.222191363000000000e+14,1.293296256000000000e+14,8.620407385603816250e+14
9.313499306000000000e+14,1.337073085000000000e+14,8.695107098321840000e+14
9.403505905000000000e+14,1.381224272000000000e+14,8.768438776312568750e+14
9.492353775000000000e+14,1.425742688000000000e+14,8.840529369843761250e+14
9.580132047000000000e+14,1.470622984000000000e+14,8.911461051075930000e+14
9.666983335000000000e+14,1.515858030000000000e+14,8.981358034878318750e+14
9.753014599000000000e+14,1.561446043000000000e+14,9.050314441788882500e+14
9.838350624000000000e+14,1.607379892000000000e+14,9.118437480293993750e+14
9.923080545000000000e+14,1.653656013000000000e+14,9.185804726769283750e+14
1.000734697000000000e+15,1.700270839000000000e+14,9.252535170328435000e+14
1.009122122000000000e+15,1.747222588000000000e+14,9.318690144315063750e+14
1.017484589000000000e+15,1.794498782000000000e+14,9.384386269132835000e+14
1.025827446000000000e+15,1.842113681000000000e+14,9.449669028842258750e+14
1.034164956000000000e+15,1.890067287000000000e+14,9.514652806607577500e+14
1.042506031000000000e+15,1.938341771000000000e+14,9.579409134175543750e+14
1.050857802000000000e+15,1.986937135000000000e+14,9.643994971925020000e+14
1.059230965000000000e+15,2.035871204000000000e+14,9.708494026212547500e+14
1.067634433000000000e+15,2.085108326000000000e+14,9.772975389336346250e+14
1.076077120000000000e+15,2.134701980000000000e+14,9.837507316699605000e+14
1.084566156000000000e+15,2.184598687000000000e+14,9.902143690060247500e+14
1.093108672000000000e+15,2.234834100000000000e+14,9.966937828067368750e+14
1.101715364000000000e+15,2.285390391000000000e+14,1.003196933430714000e+15
1.110391579000000000e+15,2.336285389000000000e+14,1.009727664637858625e+15
1.119142666000000000e+15,2.387501265000000000e+14,1.016289778555688375e+15
1.127977539000000000e+15,2.439055848000000000e+14,1.022889698319188500e+15
1.136903327000000000e+15,2.490949136000000000e+14,1.029532442664792500e+15
1.145923596000000000e+15,2.543163303000000000e+14,1.036220337379139375e+15
1.155043695000000000e+15,2.595734003000000000e+14,1.042956996226138875e+15
1.164270753000000000e+15,2.648643408000000000e+14,1.049747299369103375e+15
1.173610118000000000e+15,2.701891519000000000e+14,1.056594772427793500e+15
1.183063574000000000e+15,2.755496163000000000e+14,1.063500295666812875e+15
1.192638252000000000e+15,2.809439512000000000e+14,1.070468632522979625e+15
1.202335932000000000e+15,2.863739394000000000e+14,1.077500615432525750e+15
1.212160182000000000e+15,2.918395808000000000e+14,1.084598356801863000e+15
1.222114566000000000e+15,2.973426581000000000e+14,1.091763940473800625e+15
1.232200867000000000e+15,3.028813886000000000e+14,1.098998151694378750e+15
1.242422651000000000e+15,3.084557724000000000e+14,1.106303047335183375e+15
1.252781699000000000e+15,3.140693747000000000e+14,1.113679384367921375e+15
1.263276230000000000e+15,3.197186303000000000e+14,1.121125385770924625e+15
1.273911591000000000e+15,3.254053218000000000e+14,1.128644339055470500e+15
1.284684216000000000e+15,3.311312319000000000e+14,1.136233210979144500e+15
1.295597673000000000e+15,3.368963605000000000e+14,1.143894005891628250e+15
1.306648394000000000e+15,3.427007076000000000e+14,1.151623716943508750e+15
1.317839945000000000e+15,3.485424907000000000e+14,1.159424347463346250e+15
1.329165196000000000e+15,3.544252750000000000e+14,1.167290448091498500e+15
1.340627712000000000e+15,3.603472778000000000e+14,1.175224026482505500e+15
1.352222145000000000e+15,3.663084993000000000e+14,1.183220927466193500e+15
1.363946713000000000e+15,3.723125046000000000e+14,1.191279483527693250e+15
1.375797849000000000e+15,3.783557284000000000e+14,1.199396823081856250e+15
1.387771989000000000e+15,3.844417362000000000e+14,1.207570107864526500e+15
1.399867350000000000e+15,3.905687452000000000e+14,1.215797737474769750e+15
1.412075019000000000e+15,3.967367554000000000e+14,1.224073299831791500e+15
1.424393213000000000e+15,4.029457668000000000e+14,1.232395266726251000e+15
1.436814801000000000e+15,4.091993447000000000e+14,1.240758517756097000e+15
1.449334436000000000e+15,4.154939239000000000e+14,1.249159182508929750e+15
1.461944986000000000e+15,4.218312870000000000e+14,1.257592241122738750e+15
1.474639321000000000e+15,4.282114340000000000e+14,1.266052722509854250e+15
1.487410311000000000e+15,4.346343648000000000e+14,1.274535706291302500e+15
1.500247260000000000e+15,4.411000796000000000e+14,1.283033961195964750e+15
1.513144818000000000e+15,4.476085782000000000e+14,1.291543856080914000e+15
1.526090509000000000e+15,4.541616434000000000e+14,1.300057106179572750e+15
1.539077201000000000e+15,4.607557097000000000e+14,1.308569015643787750e+15
1.552092416000000000e+15,4.673943427000000000e+14,1.317071442810826750e+15
1.565125457000000000e+15,4.740739769000000000e+14,1.325557485739476250e+15
1.578163846000000000e+15,4.807981776000000000e+14,1.334019154361255500e+15
1.591196887000000000e+15,4.875651622000000000e+14,1.342449685475000500e+15
1.604212102000000000e+15,4.943749307000000000e+14,1.350841236147754500e+15
1.617195229000000000e+15,5.012257004000000000e+14,1.359184896138487250e+15
1.630132006000000000e+15,5.081192540000000000e+14,1.367471840857872250e+15
1.643006390000000000e+15,5.150538088000000000e+14,1.375692192793663500e+15
1.655805903000000000e+15,5.220311475000000000e+14,1.383838437592692250e+15
1.668514500000000000e+15,5.290477047000000000e+14,1.391900872116479750e+15
1.681110789000000000e+15,5.361052632000000000e+14,1.399866506675220250e+15
1.760330501000000000e+15,5.812351321000000000e+14,1.449411382461542250e+15
1.840919298000000000e+15,6.279301780000000000e+14,1.498833246386739750e+15
1.922886092000000000e+15,6.761886185000000000e+14,1.548142193419882750e+15
2.006296843000000000e+15,7.260086708000000000e+14,1.597381411363487750e+15
2.091151550000000000e+15,7.773849870000000000e+14,1.646553481337862750e+15
2.177485866000000000e+15,8.303175670000000000e+14,1.695681154210630750e+15
2.265317618000000000e+15,8.848064108000000000e+14,1.744775976114840500e+15
2.354664633000000000e+15,9.408497359000000000e+14,1.793848886186682500e+15
2.445544737000000000e+15,9.984457594000000000e+14,1.842910276932017000e+15
2.537957930000000000e+15,1.057596264000000000e+15,1.891960545156359000e+15
2.631939866000000000e+15,1.118297685000000000e+15,1.941018692261926500e+15
2.727472717000000000e+15,1.180553587000000000e+15,1.990075321186882250e+15
2.824592138000000000e+15,1.244363969000000000e+15,2.039148496686364000e+15
2.923298128000000000e+15,1.309727051000000000e+15,2.088237706309735250e+15
3.023590687000000000e+15,1.376646396000000000e+15,2.137342458247979500e+15
3.125505468000000000e+15,1.445122005000000000e+15,2.186479463450292750e+15
3.229024645000000000e+15,1.515150313000000000e+15,2.235639302859354250e+15
3.334166044000000000e+15,1.586738450000000000e+15,2.284829651864772000e+15
3.440929666000000000e+15,1.659884633000000000e+15,2.334049610136110500e+15
3.549315510000000000e+15,1.734592429000000000e+15,2.383298317045455000e+15
3.659341403000000000e+15,1.810827965000000000e+15,2.432583079781212000e+15
3.771025171000000000e+15,1.888658984000000000e+15,2.481910767402081500e+15
3.884348989000000000e+15,1.968040919000000000e+15,2.531272325985140500e+15
3.999312855000000000e+15,2.048991596000000000e+15,2.580666864899641000e+15
4.115934597000000000e+15,2.131511015000000000e+15,2.630101021610272000e+15
4.234214214000000000e+15,2.215581351000000000e+15,2.679573789542373500e+15
4.354151707000000000e+15,2.301220429000000000e+15,2.729084214642133000e+15
4.475764903000000000e+15,2.388446076000000000e+15,2.778638520040354000e+15
4.599018147000000000e+15,2.477222639000000000e+15,2.828221241663611000e+15
